tau,rho_floor,rho_hall,nmbe_jun,cvrmse_jun,r2_jun,gof_jun,nmbe_nov,cvrmse_nov,r2_nov,gof_nov,gof_combined,meets_ashrae_jun,meets_ashrae_nov,success
0.72,0.19,0.15,15.800546449075842,49.54961536310367,0.7703518039605124,52.007899887622095,6.652090096999412,35.36266373612326,0.716046549924666,35.982888838623346,43.99539436312272,False,False,True
0.72,0.19,0.17,15.621971194015142,48.95436674354529,0.7758362737379761,51.38653527188005,6.596351186230326,35.12842803931004,0.7197958010033461,35.742388077534294,43.564461674707175,False,False,True
0.72,0.19,0.19,15.966030039903293,49.812149057148254,0.7679118209212734,52.30835792611588,6.9756892675660795,35.24281693499793,0.7179679688662168,35.92654152950731,44.1174497278116,False,False,True
0.72,0.19,0.21,15.816880246748957,49.28830547190264,0.7727676091686879,51.76399093029425,6.132175643658354,35.789580131296226,0.7091490986472937,36.311122594862724,44.03755676257849,False,False,True
0.72,0.21,0.11,15.76014293325662,49.20458293998052,0.7735389204627767,51.66694385750042,6.627453974299794,35.6955240118979,0.7106758201341343,36.305558536750844,43.98625119712563,False,False,True
0.72,0.21,0.13,15.70619701700607,49.28053079737672,0.772839290210605,51.72287057393669,6.881995614353366,35.45181391629361,0.7146130374112403,36.11361202637433,43.91824130015551,False,False,True
0.72,0.21,0.15,15.50625950969857,49.36229899686156,0.7720848368099553,51.7405126205537,6.488484577316565,35.20700786839792,0.7185408046312862,35.799913898716405,43.77021325963506,False,False,True
0.72,0.21,0.17,15.823632998239834,49.21982959533146,0.7733985551241689,51.700860598799046,6.489900747725239,35.59207484819331,0.712350370359843,36.178924855704594,43.93989272725182,False,False,True
0.72,0.21,0.19,15.713364681665032,49.27065450272166,0.7729303314902942,51.715638106336506,6.721256038523331,35.20266721083824,0.7186102023305243,35.83856946771749,43.777103787027,False,False,True
0.72,0.21,0.21,15.451110120518766,49.40223235197186,0.7717159277928998,51.762122882611884,6.088113327374424,34.998822154840525,0.721859606368388,35.52439550665303,43.643259194632456,False,False,True
0.74,0.09,0.11,14.155075922575517,47.9317998653479,0.7851032053402114,49.97823138833188,6.158779433500902,34.77049435582005,0.7254768725312655,35.31172385849532,42.644977623413595,False,False,True
0.74,0.09,0.13,13.986505925840016,47.78387427567646,0.7864275738166024,49.78876368024429,5.629225354578017,34.260154605809696,0.7334762936437642,34.7195387599923,42.25415122011829,False,False,True
0.74,0.09,0.15,13.74878914993225,47.218718189782635,0.7914496850602859,49.17963552706958,5.091214841078865,34.46720827219786,0.7302450492102742,34.84119565452779,42.01041559079869,False,False,True
0.74,0.09,0.17,13.95564895358768,47.61731883911092,0.7879138348183958,49.620249809340145,4.9326866889966405,34.65894399102092,0.7272354919081834,35.008196133827425,42.31422297158379,False,False,True
0.74,0.09,0.19,13.692792371092802,47.00814149262971,0.7933056402666359,48.961800717589554,4.865918107481745,34.363152017237326,0.7318713671074735,34.70595590944702,41.833878313518284,False,False,True
0.74,0.09,0.21,13.71274241546597,47.01960604264415,0.7932048089335586,48.97838969339823,4.713794289606722,35.005143332973475,0.7217591267728545,35.32109732676416,42.149743510081194,False,False,True
0.74,0.11,0.11,13.451086373856342,47.266491052909174,0.791027475986543,49.1431877384006,4.947184703993658,34.60091662439933,0.7281480734541688,34.95279770982665,42.04799272411363,False,False,True
0.74,0.11,0.13,13.946239273711173,47.53999200466823,0.7886020985029925,49.54339945626988,5.447840427311525,35.792014874072656,0.7091095244910228,36.20424414439954,42.87382180033471,False,False,True
0.74,0.11,0.15,13.564919374035192,47.165164205185846,0.7919224792058107,49.07707970250695,4.618113313402031,34.2919050613334,0.7329820652691916,34.601469958817134,41.83927483066204,False,False,True
0.74,0.11,0.17,13.87605839644071,47.83146852885981,0.7860019121254813,49.80355788745157,4.973346487946725,34.69733599650479,0.7266308701146482,35.05195145128897,42.42775466937027,False,False,True
