tau,rho_floor,rho_hall,nmbe_jun,cvrmse_jun,nmae_jun,r2_jun,gof_jun,nmbe_nov,cvrmse_nov,nmae_nov,r2_nov,gof_nov,gof_combined,meets_ashrae_jun,meets_ashrae_nov,success
0.7,0.15,0.11,18.570356934665742,51.28609837461816,27.28548174893947,0.7539735583842866,33.005388513886594,10.403874854338179,35.955875168348115,23.929022508555697,0.7064399621236477,26.09288658235603,29.549137548121312,False,False,True
0.7,0.15,0.13,18.5455971786827,51.619418600008984,27.32856575983242,0.7507652006330899,33.0271052501343,9.940640805232656,36.64031646104333,24.401336183367466,0.6951574126037465,26.348463848057154,29.687784549095724,False,False,True
0.7,0.15,0.15,18.681013119422786,51.431901246228385,27.141531745010784,0.7525726972257047,32.949097053386375,9.615134193049064,35.812213856840735,23.69115271437593,0.7087811076820547,25.567978459123893,29.258537756255134,False,False,True
0.7,0.15,0.17,18.340680544236566,50.84278674885883,26.902998757507913,0.7582084292792433,32.559973970693065,9.408297481413387,35.98767065642951,23.70966992006168,0.7059205470583255,25.50812633685679,29.034050153774928,False,False,True
0.7,0.15,0.19,18.45346693403194,51.2154354887547,27.09851084089358,0.7546510504251076,32.785053479892895,9.510519154744319,36.2520525178337,23.683690801104817,0.7015837915763826,25.521896178675586,29.153474829284242,False,False,True
0.7,0.15,0.21,18.353772144257867,51.39445442800472,27.079520634861147,0.7529328624934624,32.71332128869227,9.583611899831961,36.19298528882643,23.896030294451368,0.7025554473777283,25.746181869938273,29.22975157931527,False,False,True
0.7,0.17,0.11,18.416146484195252,51.353325444862996,27.13212994602,0.7533281407106057,32.7918728762944,9.861470366835025,35.99092006135199,23.707745044885613,0.7058674385161274,25.67695022601523,29.234411551154814,False,False,True
0.7,0.17,0.13,18.39525673056943,51.40516938977857,27.209005327312337,0.752829832276453,32.84380369392788,10.018322982295215,35.69651750918783,23.530072633091663,0.7106597146533102,25.57403201484181,29.208917854384843,False,False,True
0.7,0.17,0.15,18.279748554706696,51.41875508996,27.060904779944394,0.7526991674593938,32.65642011507873,9.586835813896112,36.0014058818456,23.740721311177424,0.705696024697088,25.60330582752147,29.1298629713001,False,False,True
0.7,0.17,0.17,18.34748045533106,51.37096808501461,27.33038961601329,0.7531586213902912,32.917779931548274,9.321971258657316,35.84183363980178,23.707010653239706,0.7082991822933987,25.473937706213658,29.195858818880964,False,False,True
0.7,0.17,0.19,18.472290529060118,51.10903575139957,27.0459076533837,0.7556694132290286,32.752200509055314,9.565582160672067,36.171665314341816,23.645407463030537,0.7029057717538522,25.506972696996165,29.12958660302574,False,False,True
0.7,0.17,0.21,18.4499544167544,51.44531724746075,27.203576545630348,0.7524435976644596,32.86997710455979,9.34601316974644,36.1831283501439,23.723363421575414,0.7027174397335239,25.497959412494485,29.183968258527138,False,False,True
0.7,0.19,0.11,18.30767050749359,50.85599247653505,26.870326958540282,0.7580828087727666,32.51438558960952,10.25355041035992,35.6788959175478,23.558043631186955,0.7109453099011239,25.692736634050885,29.103561111830203,False,False,True
0.7,0.19,0.13,18.190549557295718,51.21607835239724,27.04797659118285,0.7546448910745989,32.59584530079879,9.73255173127469,35.72295016112134,23.548591998671387,0.7102310530804776,25.480556279677806,29.0382007902383,False,False,True
0.7,0.19,0.15,18.481486081093284,51.28937713268967,27.19418108282103,0.7539421000752304,32.8799150322945,9.516863444509365,36.18698006100802,23.72705256920611,0.7026541446308243,25.5645010403745,29.2222080363345,False,False,True
0.7,0.19,0.17,18.43046622719409,51.17125954307519,27.09722411582141,0.7550741200475541,32.771048810417945,9.375035060367637,35.86363920728776,23.437293080965915,0.7079441426041873,25.242780935273657,29.0069148728458,False,False,True
0.7,0.19,0.19,18.414254749658067,51.38166111303397,27.167072926898367,0.7530558490819461,32.81972927067984,9.618968366234075,35.484414131834725,23.61971218090917,0.7140879328747858,25.50324206722747,29.161485668953652,False,False,True
0.7,0.19,0.21,18.230775974762643,51.237533731947174,27.067927593308816,0.7544392802668443,32.6348570831648,9.511709159453515,36.323062707093754,23.877961864048576,0.7004135767094342,25.70271724769562,29.16878716543021,False,False,True
0.7,0.21,0.11,18.302048461423922,51.156060189813644,26.89253271969384,0.755219598666927,32.529575680665026,9.876885453621,35.88942879817033,23.92735362964746,0.7075239560654165,25.885731938312148,29.207653809488587,False,False,True
0.7,0.21,0.13,18.266611976479112,51.59290406922356,27.12387520479088,0.7510211758741158,32.70128008540827,9.28736932546632,35.935916301234315,23.852640975493973,0.7067657781177014,25.596947288562102,29.14911368698519,False,False,True
0.7,0.21,0.15,18.11672727490439,51.147286151153246,27.01694938854311,0.7553035585541434,32.52893114469587,9.266728980851289,35.898265001431184,23.71384661368261,0.707379919450473,25.460141146934266,28.99453614581507,False,False,True
0.7,0.21,0.17,18.11518032233456,51.21146651281985,27.033661932684755,0.7546890759279731,32.54195193287253,9.130129616380335,36.239350705489905,23.8724504358666,0.7017928700909046,25.55881759050705,29.05038476168979,False,False,True
0.7,0.21,0.19,18.349378494395943,51.73316839676506,27.233865959356113,0.7496655507197936,32.8387445896273,9.4213950451422,36.29284933958971,23.941115678970746,0.700911758829898,25.72818890925844,29.283466749442866,False,False,True
0.7,0.21,0.21,18.295877158136328,51.70448157086164,27.186131834285288,0.7499431022371881,32.76926738724494,8.50373089079202,36.01242147746761,23.575986122295518,0.7055158967559298,25.062732506685727,28.915999946965332,False,False,True
0.72,0.09,0.11,16.437093134126055,49.582485383293694,26.096972349830143,0.7700470167469251,30.84201673898341,7.884777413335156,35.52137658839239,23.255887466621953,0.713491980160248,24.556180825161398,27.699098782072404,False,False,True
