tau,rho_floor,rho_hall,nmbe_jun,nmbe_nov,nmbe_combined,cvrmse_jun,cvrmse_nov,cvrmse_combined,r2_jun,r2_nov,r2_combined,gof,meets_ashrae,success
0.64,0.05,0.29,19.22299810670629,7.155790796637891,13.18939445167209,52.299178791892686,55.56742009957178,53.93329944573223,0.7441577874222793,0.2988714135996785,0.521514600510979,55.52261624873975,False,True
0.64,0.05,0.31,18.890864949184657,6.879631399018389,12.885248174101523,52.26513441660754,57.22954472378474,54.74733957019614,0.7444907621877632,0.25629998695958434,0.5003953745736738,56.24322901934553,False,True
0.64,0.05,0.33,19.467236582344384,7.222873493970871,13.345055038157629,52.59027178945556,56.2852539975212,54.43776289348838,0.7413018674605101,0.2806396978368566,0.5109707826486833,56.049625536832245,False,True
0.64,0.05,0.35,19.253070710157342,6.641213136454777,12.94714192330606,52.73607657204323,55.93800214559314,54.33703935881819,0.7398654149907942,0.28948850321374886,0.5146769591022715,55.85823422078419,False,True
0.64,0.07,0.11,19.70728673802308,8.90174484919999,14.304515793611534,51.985218791886325,54.44081110965864,53.21301495077248,0.7472202875837222,0.32701345524431014,0.5371168714140162,55.10212457102555,False,True
0.64,0.07,0.13,19.72419212510498,8.677372704519167,14.200782414812075,52.71620425102866,55.277147478331244,53.99667586467995,0.740061428965272,0.30617738041620723,0.5231194046907397,55.83281495346751,False,True
0.64,0.07,0.15,19.454586891639757,8.550774281145035,14.002680586392396,52.348709951187175,56.71954057090925,54.53412526104822,0.7436729552542961,0.2694959704316977,0.506584462842997,56.303160493814445,False,True
0.64,0.07,0.17,19.532066273998268,8.451946596121356,13.992006435059812,52.05323062054368,56.275065295714334,54.16414795812901,0.7465584357354177,0.28090011006614435,0.513729272900781,55.942212756637055,False,True
0.64,0.07,0.19,19.42531284511659,7.669798891490755,13.547555868303672,52.10870096435887,55.825149436505704,53.966925200432286,0.746017989687019,0.29235246906923074,0.519185229378125,55.64139902620946,False,True
0.64,0.07,0.21,19.18918153718837,7.468323264925051,13.328752401056711,52.31141314002684,55.38887129718497,53.85014221860591,0.7440380750720581,0.30336989657358515,0.5237039858228216,55.475160725614465,False,True
0.64,0.07,0.23,19.322419622200794,8.09138710550962,13.706903363855208,52.22831960665771,54.11713125280816,53.172725429732935,0.7448505894885149,0.33499219837372507,0.53992139393112,54.911000076959375,False,True
0.64,0.07,0.25,19.26183822627146,7.781417194192539,13.521627710232,52.557856863600286,54.379495433873906,53.468676148737096,0.7416206753377105,0.3285285460798195,0.5350746107087649,55.15191515289964,False,True
0.64,0.07,0.27,19.431011689576522,7.7317617653126005,13.581386727444562,52.514934261585836,54.77482858303194,53.644881422308885,0.7420425260371561,0.31873000577124844,0.5303862659042022,55.33739574875193,False,True
0.64,0.07,0.29,19.190499418619623,7.2276360165574705,13.209067717588546,52.267073913107474,55.313288952842996,53.79018143297523,0.7444717985527214,0.30526980934117875,0.5248708039469501,55.388293786324866,False,True
0.64,0.07,0.31,19.239637817319153,7.386058474451756,13.312848145885454,52.43562103168481,54.57647913382857,53.50605008275669,0.7428211232416577,0.3236550732707082,0.533238098256183,55.13736773925531,False,True
0.64,0.07,0.33,19.063353777391548,6.962274986040981,13.012814381716264,52.459707874446636,55.783210719985455,54.12145929721605,0.7425847934403838,0.2934153119542534,0.5180000526973185,55.66386345370949,False,True
0.64,0.07,0.35,18.718618613317187,6.104934974352095,12.41177679383464,52.15187651500531,56.19283150105879,54.17235400803205,0.7455969330917845,0.2830001913861051,0.5142985622389449,55.57603927909507,False,True
0.64,0.09,0.11,19.572207968778308,9.150183270016331,14.36119561939732,52.03723973483601,53.474300156362744,52.755769945599376,0.7467141276120237,0.3506969752221999,0.5487055514171117,54.67554482738698,False,True
0.64,0.09,0.13,19.32819050884512,8.50641008938419,13.917300299114654,52.50128182535671,55.18890774235483,53.84509478385577,0.7421766322769863,0.30839073121965177,0.5252836817483191,55.61461570395096,False,True
0.64,0.09,0.15,19.728607469560284,8.895979639466663,14.312293554513474,52.33485845867617,53.867634515182694,53.10124648692943,0.7438085858136894,0.34110984755983476,0.5424592166867621,54.99621919056076,False,True
0.64,0.09,0.17,19.23582402121461,8.40273071629106,13.819277368752836,51.94713211939623,54.90470498907196,53.425918554234094,0.7475905471137306,0.31549546176406196,0.5315430044388962,55.184247755661026,False,True
0.64,0.09,0.19,19.18464928900917,8.13563333663002,13.660141312819594,51.99457673104939,55.59981235614,53.7971945435947,0.7471292728632373,0.29805374898295167,0.5225915109230945,55.504392632003245,False,True
0.64,0.09,0.21,18.974332867739456,8.02378176289196,13.499057315315708,51.8453565874847,55.395752901809246,53.620554744646974,0.7485786263418094,0.3031967848768876,0.5258877056093485,55.29365641306299,False,True
0.64,0.09,0.23,19.316647748863065,7.923249201480679,13.619948475171872,52.26039857119541,54.87012936960794,53.56526397040167,0.7445370644671914,0.3163573083534863,0.5304471864103388,55.26970689885327,False,True
0.64,0.09,0.25,19.270345052742787,7.54370216159326,13.407023607168023,52.247568389881636,55.37647027645956,53.812019333170596,0.7446624838491209,0.30368179884071445,0.5241721413449176,55.457025765151585,False,True
0.64,0.09,0.27,18.79876941606417,6.649870854317849,12.724320135191011,52.020717649632296,55.707083760623334,53.86390070512782,0.7468749411538866,0.29534253843051905,0.5211087397922028,55.34643730245603,False,True
0.64,0.09,0.29,18.696135983823943,6.605116570874481,12.650626277349211,52.03102647181749,55.05991506816624,53.545470769991866,0.7467746088289371,0.3116199406672585,0.5291972747480977,55.01959455675052,False,True
0.64,0.09,0.31,18.771940032229693,6.163628751090104,12.4677843916599,51.941830422505966,55.46255962329661,53.70219502290129,0.7476420660357167,0.3015150960835472,0.524578581059632,55.1304942651038,False,True
0.64,0.09,0.33,19.11619057247825,6.840166420341825,12.978178496410038,52.18204148035653,54.89355344916369,53.53779746476011,0.7453025513907567,0.3157734891021594,0.530538020246458,55.088373314723626,False,True
0.64,0.09,0.35,19.000592009711596,6.682300506583181,12.84144625814739,52.31397273093186,53.85745639360001,53.085714562265935,0.7440130260892781,0.34135881451662353,0.5426859203029508,54.61680906632372,False,True
0.64,0.11,0.11,19.260279853019398,8.288794955753945,13.77453740438667,52.02385710262225,56.11745366749431,54.07065538505828,0.7468443880112907,0.284922487944111,0.5158834379777009,55.79761334030856,False,True
0.64,0.11,0.13,19.376938393106755,8.145984585446405,13.76146148927658,52.10954833208561,55.70409794340351,53.90682313774456,0.7460097293426005,0.29541807359968364,0.520713901471142,55.635630697646576,False,True
0.64,0.11,0.15,19.29439533818387,8.140405673689845,13.717400505936858,52.219309228137774,57.15905759697433,54.68918341255605,0.7449386181471113,0.2581308243315734,0.5015347212393424,56.38327641218159,False,True
0.64,0.11,0.17,19.489986041408493,8.374797799608848,13.932391920508671,52.33421225079016,55.36064337652199,53.847427813656076,0.7438149124531401,0.30407976510946777,0.523947338781304,55.6206528797852,False,True
0.64,0.11,0.19,19.43413390313988,7.985383507787515,13.709758705463697,52.23857912802454,55.32577989418274,53.782179511103635,0.744750338591879,0.30495600359777,0.5248531710948245,55.50207488667981,False,True
0.64,0.11,0.21,19.066815729119213,7.595502841978333,13.331159285548773,52.12056304565213,54.92907940818262,53.52482122691738,0.7459023430440961,0.3148875683625211,0.5303949557033085,55.160006302303294,False,True
0.64,0.11,0.23,19.051067471125965,7.6060575629127465,13.328562517019355,52.07451408343993,55.41008682531627,53.742300454378096,0.7463511395951186,0.3028361357052821,0.5245936376502003,55.3704382942626,False,True
0.64,0.11,0.25,19.163858313250973,7.388014386517533,13.275936349884253,52.1157994165135,57.410364963546115,54.763082190029806,0.7459487881175069,0.25159303156069535,0.4987709098391011,56.34931815841375,False,True
0.64,0.11,0.27,18.93265217272239,6.671518639700149,12.802085406211269,52.02960360652761,56.884350392914875,54.45697699972124,0.7467884582844446,0.26524455539948266,0.5060165068419636,55.941538544234696,False,True
0.64,0.11,0.29,18.86422802844513,7.069331017875447,12.966779523160287,51.87340872813909,54.25801965553166,53.065714191835376,0.7483064779269104,0.3315251319047946,0.5399158049158526,54.62698411858198,False,True
0.64,0.11,0.31,18.766483879075775,6.566669719285924,12.666576799180849,52.14152872599422,56.25180181236967,54.19666526918195,0.7456978785713912,0.2814945229018029,0.5135962007365971,55.657171093303866,False,True
0.64,0.11,0.33,18.941440233945638,6.773118098759155,12.857279166352397,52.546610928221014,55.26210069157512,53.904355809898064,0.7417312356417298,0.30655505475686795,0.5241431451992988,55.41650659182344,False,True
0.64,0.11,0.35,18.789883448808716,6.002714335640671,12.396298892224694,52.06745257763935,57.29778817245129,54.68262037504532,0.7464199264666862,0.254525277272695,0.5004726018696906,56.07010966019856,False,True
0.64,0.13,0.11,19.41540604993005,8.16222584343421,13.78881594668213,52.51994211553416,54.80196618083346,53.660954148183805,0.7419933257490219,0.3180547828112219,0.5300240542801219,55.40423670898247,False,True
0.64,0.13,0.13,19.37861079230232,8.69329467777368,14.035952735038002,52.3529352883918,56.349935541635276,54.35143541501354,0.74363157460099,0.27898540770009084,0.5113084911505404,56.13453928601008,False,True
0.64,0.13,0.15,19.017366717346473,7.752330168887115,13.384848443116795,52.35639167455434,56.28271585176129,54.31955376315781,0.7435977221522592,0.28070457451426545,0.5121511483332624,55.94433026566498,False,True
0.64,0.13,0.17,19.038548411935505,7.741617664917015,13.39008303842626,51.96928096841271,54.18336513486699,53.07632305163985,0.747375260129837,0.33336339798354864,0.5403693290566929,54.73929477494194,False,True
0.64,0.13,0.19,18.934992905213186,7.2114193825817905,13.073206143897488,52.03673104941612,54.948812519117226,53.49277178426667,0.7467190795349643,0.31439523067311403,0.5305571551040391,55.067098634706326,False,True
0.64,0.13,0.21,19.1053692074676,7.397489746442809,13.251429476955204,52.491043001405544,56.47260976838887,54.481826384897204,0.7422771841329621,0.27584268234329723,0.5090599332381296,56.070221949059544,False,True
0.64,0.13,0.23,18.908791684223957,7.497876460075117,13.203334072149538,51.86813701497318,55.430456080961044,53.64929654796711,0.7483576327927559,0.30232347384361524,0.5253405533181856,55.25011358099186,False,True
0.64,0.13,0.25,18.821108890905244,6.893247911525034,12.857178401215139,52.115181852881335,55.37335054842669,53.74426620065401,0.7459548090117978,0.3037602531809904,0.5248575310963941,55.26077438733042,False,True
0.64,0.13,0.27,18.68290801119798,6.771420319682786,12.727164165440383,51.99856745187872,54.28895983004036,53.14376364095954,0.7470904543837611,0.33076253031040836,0.5389264923470847,54.646503288135854,False,True
0.64,0.13,0.29,18.826284366413688,6.434716525943171,12.630500446178429,52.004436862603065,56.79765337835361,54.40104512047834,0.7470333561269964,0.26748251926305,0.5072579376950233,55.84803713400528,False,True
0.64,0.13,0.31,18.69352706878948,6.857045065664577,12.775286067227029,52.14897478753892,55.548086441483655,53.84853061451129,0.7456252422487766,0.29935921822220024,0.5224922302354884,55.343221657592764,False,True
0.64,0.13,0.33,18.54143971482372,6.229488200698433,12.385463957761077,52.16126355961558,54.03780045245444,53.099532006035005,0.7455053426057155,0.33694045144862605,0.5412228970271709,54.52485687013708,False,True
0.64,0.13,0.35,18.569032542505052,6.216016196718935,12.392524369611994,52.11778868383596,55.52723620916201,53.82251244649899,0.7459293934070803,0.29988509705336264,0.5229072452302215,55.23076593987237,False,True
0.64,0.15,0.11,19.150239646212803,8.221203706139287,13.685721676176044,52.274987786799045,56.61248170494887,54.443734745873954,0.7443944125100859,0.2722510394572992,0.5083227259836925,56.13750289135453,False,True
0.64,0.15,0.13,18.863421760657516,8.12016923207435,13.491795496365933,51.84268810512275,55.162483749531276,53.50258592732701,0.7486045070099816,0.30905284627588836,0.528828676642935,55.17748858571556,False,True
0.64,0.15,0.15,19.17870888825718,8.367553093586443,13.77313099092181,52.204392810057385,54.30516352836897,53.25477816921318,0.7450843136330456,0.33036297428897066,0.5377236439610081,55.00700441893919,False,True
0.64,0.15,0.17,18.89299288238629,7.556193244772275,13.224593063579283,52.11258101417692,55.80177461076246,53.95717781246969,0.7459801649274764,0.29294495023154143,0.5194625575795089,55.55417985339843,False,True
0.64,0.15,0.19,18.982625210036367,7.683171247131656,13.332898228584012,52.3108765106197,54.44594203434635,53.378409272483026,0.744043326545236,0.32688659431305644,0.5354649604291462,55.01836740248188,False,True
0.64,0.15,0.21,18.7945052002993,7.588533661698438,13.19151943099887,51.90138481997859,55.659452181486046,53.78041850073232,0.7480349206868072,0.29654703869094123,0.5222909796888742,55.37462956094904,False,True
0.64,0.15,0.23,18.77771045853768,7.103944692353187,12.940827575445432,52.09803777900108,56.68307113949711,54.390554459249095,0.7461219255020874,0.27043506484329793,0.5082784951726926,55.9088314376356,False,True
0.64,0.15,0.25,18.78663136161302,6.938708282033436,12.862669821823227,52.0602499957953,54.113686881419845,53.08696843860757,0.7464900779650414,0.3350768466505115,0.5407834623077765,54.62302163874641,False,True
0.64,0.15,0.27,18.80874868844842,7.187539468853611,12.998144078651016,52.25288808359559,54.72242686235451,53.48765747297505,0.7446104857726015,0.32003289048482986,0.5323216881287156,55.04435712619119,False,True
0.64,0.15,0.29,18.66066469148313,6.912881198678244,12.786772945080688,52.14886495115063,55.96206653972452,54.05546574543757,0.7456263137780004,0.28887705104159356,0.517251682409797,55.54723160793184,False,True
0.64,0.15,0.31,18.273894098477317,5.670262678308138,11.972078388392728,51.65692825217183,56.162998552450304,53.909963402311064,0.7504028522168763,0.2837613041403394,0.5170820781786079,55.22331767447822,False,True
0.64,0.15,0.33,18.573577591471093,6.219998178633348,12.39678788505222,52.05565512580107,54.86231176581167,53.45898344580637,0.7465348258765137,0.3165520980155003,0.531543461946007,54.87752965400298,False,True
0.64,0.15,0.35,18.25140621536173,5.789040507202689,12.02022336128221,51.81659058464662,55.91920359334487,53.86789708899575,0.7488575474258301,0.2899659726503555,0.5194117600380928,55.19271787514863,False,True
0.64,0.17,0.11,19.074425770666334,8.075405691990953,13.574915731328645,51.92167991354471,54.96669289341435,53.44418640347953,0.747837829426961,0.31394896572743425,0.5308933975771977,55.141267644501426,False,True
0.64,0.17,0.13,19.05881131227799,7.932375091283962,13.495593201780975,52.35788483637195,55.52571172221739,53.94179827929467,0.7435830971737886,0.29992353949893324,0.521753318336361,55.60439404824114,False,True
0.64,0.17,0.15,18.931333895166745,7.709667447170713,13.320500671168729,52.21170392562955,55.945935441910486,54.07881968377002,0.745012907820287,0.28928695515227176,0.5171499314862793,55.69519257997335,False,True
0.64,0.17,0.17,18.918347074568917,7.391033057866042,13.15469006621748,52.204988316903076,56.78807229400816,54.49653030545562,0.745078497842689,0.2677296322826004,0.5064040650626447,56.061731029925255,False,True
0.64,0.17,0.19,18.801911356260458,7.405045849425762,13.10347860284311,52.03538369440268,54.13626601980076,53.08582485710172,0.7467321954587783,0.33452184753828906,0.5406270214985337,54.67911806397435,False,True
0.64,0.17,0.21,18.452826452441627,6.9663536422009145,12.70959004732127,52.02476729455765,55.46724736538893,53.74600732997329,0.7468355296826339,0.3013970180330141,0.524116273857824,55.228316859058005,False,True
0.64,0.17,0.23,18.810534483225165,6.880212375117807,12.845373429171486,51.99626325221003,54.25553432731264,53.12589878976134,0.7471128681235257,0.33158637046136497,0.5393496192924454,54.656790435908604,False,True
0.64,0.17,0.25,18.643049303884638,6.86750304441877,12.755276174151703,52.24960713219633,54.63541509054102,53.442511111368674,0.7446425565081468,0.3221935441104786,0.5334180503093127,54.94359893716143,False,True
0.64,0.17,0.27,18.403639263516848,6.216457924087442,12.310048593802145,51.9200823579509,55.116300017842114,53.518191187896505,0.7478533465246111,0.3102093264615594,0.5290313364930852,54.9156997989283,False,True
0.64,0.17,0.29,18.629171914259725,6.387990120829877,12.5085810175448,52.04148836300531,56.66251633247009,54.352002347737695,0.7466727664088509,0.2709640886652531,0.508818427537052,55.772795862149195,False,True
0.64,0.17,0.31,18.379717238269944,6.437205970027388,12.408461604148666,52.14417482856828,55.10540690114397,53.624790864856124,0.7456720670315649,0.31048195825200464,0.5280770126417847,55.041694329673284,False,True
0.64,0.17,0.33,18.20443603336301,5.653229724227555,11.928832878795282,52.12035972885467,56.06390574120208,54.09213273502837,0.7459043254563369,0.286286507392185,0.5160954164242609,55.39183945017673,False,True
0.64,0.17,0.35,18.34876380882393,5.629759617261869,11.989261713042898,52.135550021337785,55.25691100087107,53.69623051110443,0.7457561933215726,0.3066852921441624,0.5262207427328676,55.01842934440694,False,True
0.64,0.19,0.11,18.83140240117221,7.6979634445940635,13.264682922883136,52.17762275832767,54.458267931242474,53.31794534478507,0.7453456846045791,0.3265817904923616,0.5359637375484703,54.94319893157038,False,True
0.64,0.19,0.13,18.685871302911366,7.367485964945245,13.026678633928306,51.8325277356171,55.72026770107021,53.77639771834366,0.7487030366539973,0.2950089628522763,0.5218559997531368,55.33168448360416,False,True
0.64,0.19,0.15,18.931194771396793,7.537537132515919,13.234365951956356,52.264896341498904,55.63297688160237,53.948936611550636,0.74449308994418,0.297216096611715,0.5208545932779475,55.54850316315832,False,True
0.64,0.19,0.17,18.537151949554225,6.993455387981146,12.765303668767686,52.03432304710008,55.751074369537214,53.89269870831865,0.7467425201669635,0.2942291952775491,0.5204858577222563,55.3838961415813,False,True
0.64,0.19,0.19,18.555614847096706,7.340815995738743,12.948215421417725,51.57388084473434,55.94265928806307,53.75827006639871,0.7512047478965056,0.2893701904072741,0.5202874691518898,55.29564072448477,False,True
0.64,0.19,0.21,18.523992971306267,6.88313338677199,12.70356317903913,51.9594138066243,56.484095463166675,54.22175463489549,0.7474711803540945,0.275548086581597,0.5115096334678457,55.69002777096318,False,True
0.64,0.19,0.23,18.52407627409522,6.783253761716784,12.653665017906,51.71101605988188,55.450890173332525,53.580953116607205,0.749879893120434,0.30180899081918844,0.5258444419698112,55.05482517699459,False,True
0.64,0.19,0.25,18.77120055752609,7.19334679618037,12.982273676853229,52.04571690083705,54.27947915376809,53.162598027302565,0.7466315974360134,0.33099625259241827,0.5388139250142159,54.72477737582192,False,True
0.64,0.19,0.27,18.445463059826864,6.086360587428844,12.265911823627853,51.81561738497972,54.237690618745184,53.026654001862454,0.7488669810629416,0.332025957569566,0.5404464693162538,54.42681900954941,False,True
0.64,0.19,0.29,18.367460523762542,6.359454985172225,12.363457754467383,52.13031473290074,56.02102080317949,54.07566776804012,0.7458072514894191,0.28737797086333594,0.5165926111763774,55.47100983582283,False,True
0.64,0.19,0.31,18.295576000498066,5.457362150127394,11.87646907531273,51.956251081760094,57.10025519975447,54.528253140757286,0.7475019218429165,0.2596564354541506,0.5035791786485335,55.806638568179025,False,True
0.64,0.19,0.33,18.450139752323494,6.1057004909428505,12.277920121633173,51.962620773027844,55.22139429069781,53.592007531862826,0.7474400069295519,0.3075762700652026,0.5275081384973772,54.980456471444896,False,True
0.64,0.19,0.35,18.2716550415312,5.38616631316076,11.82891067734598,52.302462629640445,54.45999294530647,53.381227787473456,0.7441256580194608,0.32653912757542647,0.5353323927974436,54.67612466068492,False,True
0.64,0.21,0.11,18.977209495032927,8.202030133112439,13.589619814072684,51.92883356989657,53.80938198561673,52.86910777775665,0.7477683399272504,0.3425341263591184,0.5451512331431845,54.58773052533954,False,True
0.64,0.21,0.13,18.66322443825582,7.390863380831829,13.027043909543824,51.713110794321985,52.984242022751324,52.348676408536654,0.7498596287414343,0.36254334605722316,0.5562014873993287,53.94522958285436,False,True
0.64,0.21,0.15,18.40125818693251,7.221982470562051,12.81162032874728,51.80943446494531,54.01509222432923,52.91226334463727,0.7489269105904488,0.33749760750204183,0.5432122590462454,54.441208911083294,False,True
0.64,0.21,0.17,18.575762254569288,7.216669039707181,12.896215647138234,52.06595830157534,54.81413627246391,53.440047287019624,0.7464344811713306,0.31775186458065807,0.5320931728759943,54.97409419041287,False,True
0.64,0.21,0.19,18.65535955216166,7.06969291530033,12.862526233730994,51.8448230645399,55.82135179644089,53.833087430490394,0.7485838008990041,0.29244874464517634,0.5205162727720902,55.34840452454109,False,True
0.64,0.21,0.21,18.52990318792228,6.670591990248612,12.600247589085445,52.03522104055733,55.26060854454116,53.647914792549244,0.7467337788013042,0.3065925020430158,0.52666314042216,55.107758082640935,False,True
0.64,0.21,0.23,18.48097950130435,6.620101814908483,12.550540658106417,52.11564314697404,56.22687831205153,54.17126072951278,0.7459503116634105,0.2821310786647083,0.5140406951640595,55.60612879742336,False,True
0.64,0.21,0.25,18.498876536058248,6.569830934480966,12.534353735269606,52.08936744348155,55.22587905245378,53.65762324796766,0.7462064210038166,0.30746379620965036,0.5268351086067335,55.10218286222159,False,True
0.64,0.21,0.27,18.44788784213571,6.589476069061828,12.518681955598769,51.908773882871905,54.8420143414848,53.375394112178355,0.7479631723759217,0.3170577152769224,0.5325104438264221,54.823809558765596,False,True
0.64,0.21,0.29,18.172682270760102,6.167604297519704,12.170143284139904,51.76739411863299,54.2315714904738,52.999482804553395,0.7493342077274197,0.3321766715187944,0.540755439623107,54.37883379686113,False,True
0.64,0.21,0.31,18.10026161845501,6.216537939297246,12.158399778876129,51.884356838264026,55.03480816916609,53.459582503715055,0.7482002246749129,0.31224758958840426,0.5302239071316586,54.824753958905205,False,True
0.64,0.21,0.33,18.048977855271843,5.247264481364184,11.648121168318013,51.829475749027274,57.41314755316016,54.62131165109372,0.7487326293601956,0.25152048159774865,0.5001265554789721,55.84949787811637,False,True
0.64,0.21,0.35,17.819678158337755,5.751404357259219,11.785541257798487,51.466844158934464,54.84159327739467,53.15421871816457,0.7522363780375088,0.31706820217720366,0.5346522901073563,54.445109516629195,False,True
0.64,0.23,0.11,18.751911212461877,7.758814834466117,13.255363023463996,51.93609177155967,54.44765577717864,53.19187377436916,0.7476978251063883,0.3268442197526873,0.5372710224295378,54.818610749564215,False,True
0.64,0.23,0.13,18.540251137256845,7.4392458795650995,12.989748508410973,51.895819274551336,56.59975442958074,54.24778685206604,0.7480889557732369,0.272578218906001,0.5103335873396189,55.78132254311433,False,True
0.64,0.23,0.15,18.391269877847538,7.138542236012947,12.764906056930243,51.82824792023636,57.20776198810433,54.518004954170344,0.7487445341558017,0.2568660141015481,0.5028052741286748,55.99246101775842,False,True
0.64,0.23,0.17,18.54893747138499,6.869377865962237,12.709157668673612,52.050877934229625,55.57056943594163,53.81072368508563,0.7465813451693786,0.2987919370889486,0.5226866411291635,55.2911988670877,False,True
0.64,0.23,0.19,18.34030315526282,6.682267705312836,12.511285430287828,52.0673943431798,52.81760488166554,52.442499612422665,0.746420493695907,0.36654668408596436,0.5564835888909356,53.91426553999492,False,True
0.64,0.23,0.21,18.55947498432867,7.002548726549961,12.781011855439315,51.744755343958936,53.704182145963365,52.72446874496115,0.7495534007406945,0.34510236599482214,0.5473278833677584,54.251487246777536,False,True
0.64,0.23,0.23,18.16474501418668,6.396211182237346,12.280478098212011,51.52707684195684,55.121657368696795,53.324367105326814,0.7516561131867143,0.31007522347374294,0.5308656683302286,54.72018155584213,False,True
0.64,0.23,0.25,18.483351735632585,6.523066433146861,12.503209084389724,51.965399514037905,55.15532447287593,53.56036199345692,0.7474129945285446,0.3092321841333723,0.5283225893309584,55.00038740116392,False,True
0.64,0.23,0.27,18.381290971742693,6.110559745875528,12.24592535880911,51.88243718788876,56.05160683235864,53.9670220101237,0.7482188568261308,0.28659961202708095,0.5174092344266059,55.33897498630328,False,True
0.64,0.23,0.29,18.107207038338185,5.75023831360537,11.928722675971777,51.928170619469405,56.30230731223247,54.115238965850935,0.7477747801265735,0.28020372801693794,0.5139892540717557,55.41438002009401,False,True
0.64,0.23,0.31,17.910969539951623,5.812470070828834,11.861719805390228,51.49834887649886,55.38634154672456,53.44234521161171,0.7519329550418702,0.3034335288534724,0.5276832419476714,54.74289596339112,False,True
0.64,0.23,0.33,17.901528612372278,5.576157904288161,11.73884325833022,51.48399611611627,55.50621439888012,53.495105257498196,0.7520712099870713,0.3004151035049252,0.5262431567459982,54.76793521353946,False,True
0.64,0.23,0.35,18.135399727676237,5.448453143272222,11.79192643547423,52.11097080208008,56.31264441757078,54.21180760982543,0.7459958624609366,0.2799393945184032,0.5129676284896699,55.47945217271312,False,True
0.64,0.25,0.11,18.382745262858737,6.970568236942334,12.676656749900536,51.75125930465936,57.668329582257186,54.70979444345827,0.7494904379457692,0.24485221858384798,0.4971713282648086,56.15923107023686,False,True
0.64,0.25,0.13,18.61168363375359,7.740600130364296,13.176141882058943,51.68859779137941,53.51911678024418,52.6038572858118,0.7500967151705054,0.3496081619610595,0.5498524385657824,54.2289269324242,False,True
0.64,0.25,0.15,18.622906208560686,7.360200573383871,12.991553390972278,51.78557606438721,56.58499569661355,54.18528588050037,0.7491580971743304,0.2729575288240008,0.5110578129991656,55.72096253172621,False,True
0.64,0.25,0.17,18.46070772162563,6.993180052704481,12.726943887165056,51.990875452990245,55.30286931846449,53.64687238572736,0.7471652732163503,0.30553152412647155,0.5263483986714109,55.13585056456067,False,True
0.64,0.25,0.19,18.49687455865593,7.072514761054036,12.784694659854981,51.94646120036251,54.50114048872224,53.22380084454238,0.7475970670198633,0.32552106908205014,0.5365590680509567,54.73775108538197,False,True
0.64,0.25,0.21,18.46322075556513,6.9884517095244725,12.7258362325448,52.10596460730075,54.579544959226155,53.34275478326345,0.746044663436546,0.3235790839900644,0.5348118737133052,54.83973373098128,False,True
0.64,0.25,0.23,18.07852297749377,6.091628747095859,12.085075862294815,51.77732675383086,56.148142829175995,53.96273479150343,0.7492380077633112,0.2841401598605897,0.5166890838119504,55.29941956996977,False,True
0.64,0.25,0.25,18.354241427759643,6.454984815934606,12.404613121847124,51.852830167270305,53.73303435676722,52.792932262018766,0.7485061356405769,0.3443984982695323,0.5464523169550546,54.230693555631426,False,True
0.64,0.25,0.27,18.1634695171609,5.918856035571823,12.041162776366363,52.16852759167099,55.801539480270726,53.98503353597086,0.7454344552864272,0.2929509088180714,0.5191926820522492,55.31160318492721,False,True
0.64,0.25,0.29,18.206679878168778,6.025905341418674,12.116292609793726,51.838368826363734,55.17597241860821,53.50717062248597,0.7486463953463676,0.3087148956848611,0.5286806455156143,54.861843339701664,False,True
0.64,0.25,0.31,18.087950531805134,5.890957879753945,11.98945420577954,51.7259797581153,54.63168742472505,53.17883359142017,0.7497351168771756,0.32228603173073755,0.5360105743039566,54.51362540041199,False,True
0.64,0.25,0.33,17.59651880006361,4.728205119400483,11.162361959732046,51.583425400929386,56.92189210994737,54.252658755438375,0.7511126524420588,0.26427440867059837,0.5076935305563286,55.38907208605428,False,True
0.64,0.25,0.35,18.035205364450356,5.269109292867341,11.652157328658848,51.803526229922525,56.05283116386164,53.92817869689208,0.7489841709814824,0.28656844617268884,0.5177763085770857,55.17264927457937,False,True
0.64,0.27,0.11,18.513164769984492,7.4146812879240285,12.96392302895426,51.97617883594589,55.180311982550876,53.57824540924838,0.7473081940629496,0.3086061529205494,0.5279571734917494,55.12432930598155,False,True
0.64,0.27,0.13,18.513643486311388,7.30625192342738,12.909947704869385,52.09097215956348,57.0554736591054,54.57322290933444,0.7461907835357104,0.26081722623227444,0.5035040048839925,56.079438374990595,False,True
0.64,0.27,0.15,18.698332319025777,7.665432227349868,13.181882273187822,51.72787087501474,55.34426493425274,53.53606790463374,0.7497168170284864,0.30449148009809923,0.5271041485632928,55.13503955701617,False,True
0.64,0.27,0.17,18.061214834102383,6.60008861621779,12.330651725160086,51.74525313717051,56.22345918226055,53.98435615971553,0.749548582041067,0.28221838254714104,0.5158834822941041,55.374684486200096,False,True
0.64,0.27,0.19,18.23863235322633,6.8566988449916195,12.547665599108974,51.97519995942203,54.48057012639036,53.227885042906195,0.7473177119518328,0.32603011008876004,0.5366739110202965,54.68685087045971,False,True
0.64,0.27,0.21,18.061743687296584,6.894017882529748,12.477880784913166,51.61262474827228,54.65919389355254,53.13590932091241,0.750830802024643,0.3216034164968552,0.5362171092607491,54.5813371789546,False,True
