tau,rho_floor,rho_hall,nmbe_jun,nmbe_nov,nmbe_combined,cvrmse_jun,cvrmse_nov,cvrmse_combined,r2_jun,r2_nov,r2_combined,gof,meets_ashrae,success
0.58,0.07,0.23,27.135482023875117,15.360450394036906,21.24796620895601,59.988004083086956,56.707465484910955,58.34773478399896,0.6634021885647585,0.26980697295198885,0.4666045807583737,62.09616914464868,False,True
0.58,0.07,0.25,26.884243842128768,15.197296406926833,21.0407701245278,59.56522316741293,58.02729635673744,58.79625976207518,0.6681299890646566,0.23542185580907848,0.45177592243686754,62.44769146607937,False,True
0.58,0.07,0.27,26.763570915056757,15.083110757236803,20.923340836146778,59.54449116594452,58.056225051942214,58.80035810894337,0.668360967203244,0.2346593263495359,0.45151014677638995,62.41208461095936,False,True
0.58,0.07,0.29,26.85059574847468,14.375413824701644,20.613004786588164,59.66969497563076,58.40215366268428,59.035924319157516,0.6669648304978844,0.22551157335061467,0.4462382019242495,62.531082883228564,False,True
0.58,0.07,0.31,26.580336016222933,14.404591101314788,20.49246355876886,59.640732980456136,56.13924989252547,57.8899914364908,0.6672880438872539,0.2843669026074064,0.47582747324733016,61.410033147885926,False,True
0.58,0.07,0.33,26.768235033769333,14.262498890215713,20.515366961992523,59.81897772388353,58.79629702551913,59.30763737470133,0.6652963588859413,0.21502259243263322,0.44015947565928726,62.75568605755405,False,True
0.58,0.07,0.35,26.821749408671298,14.370069883140152,20.595909645905724,59.60075978471471,58.24329425788362,58.922027021299165,0.6677338835870641,0.22971920713280713,0.4487265453599356,62.417920202783286,False,True
0.58,0.09,0.11,27.17945093415175,16.342603486488443,21.761027210320094,59.70453866705389,56.98019972857392,58.34236919781391,0.6665757699279817,0.26276636398084496,0.46467106695441335,62.268566298432766,False,True
0.58,0.09,0.13,27.02434801361886,15.993469894357201,21.50890895398803,59.68347798031536,57.14819894334357,58.415838461829466,0.6668109582366786,0.25841266716018063,0.4626118126984296,62.24984616518744,False,True
0.58,0.09,0.15,26.960067476986442,15.744301794596414,21.352184635791428,59.64931731376455,57.37364486956519,58.51148109166487,0.667192259823913,0.25255009865216815,0.45987117923804055,62.28570629174227,False,True
0.58,0.09,0.17,26.985270136214695,15.34061023283092,21.162940184522807,59.865836875145206,58.188190710263754,59.02701379270448,0.6647717738080736,0.23117603152246013,0.4479739026652669,62.706127248761064,False,True
0.58,0.09,0.19,27.02757976823793,15.364026697041467,21.195803232639697,59.73855804222686,58.17901921932458,58.95878863077572,0.6661956944499763,0.23141837301040347,0.4488070337301899,62.653019332553065,False,True
0.58,0.09,0.21,26.912389096927548,15.572029763971551,21.24220943044955,59.75624799496999,56.592975841597784,58.17461191828389,0.6659979710068828,0.27275244571397705,0.46937520836042995,61.93155038693943,False,True
0.58,0.09,0.23,26.9646304338499,14.834239176962965,20.899434805406433,60.156762760288416,58.40229485063995,59.27952880546418,0.6615056859988191,0.2255078286746749,0.443506757336747,62.85577865704387,False,True
